Source,Target,Citation Type,Source Title,Target Title
06_1672,06_920,cited,Citrus Queensland Pty Ltd v Sunstate Orchards Pty Ltd (No 5) [2006] FCA 1672 (5 December 2006),Citrus Queensland Pty Ltd v Sunstate Orchards Pty Ltd [2006] FCA 920 (18 July 2006)
06_1672,06_1498,cited,Citrus Queensland Pty Ltd v Sunstate Orchards Pty Ltd (No 5) [2006] FCA 1672 (5 December 2006),Citrus Queensland Pty Ltd v Sunstate Orchards Pty Ltd (No 3) [2006] FCA 1498 (9 November 2006)
08_391,08_88,referred_to,Jarra Creek Central Packing Shed Pty Ltd v Amcor Limited [2008] FCA 391 (27 March 2008),Cadbury Schweppes Pty Ltd (ACN 004 551 473) v Amcor Limited (ACN 000 017 372) [2008] FCA 88 (19 February 2008)
08_393,07_1829,cited,Comcare v Davies [2008] FCA 393 (27 March 2008),SZKJO v Minister for Immigration and Citizenship [2007] FCA 1829 (21 November 2007)
08_393,07_405,considered,Comcare v Davies [2008] FCA 393 (27 March 2008),Comcare v Holt [2007] FCA 405 (22 March 2007)
09_543,06_1632,followed,BRGAE of 2008 v Minister for Immigration and Citizenship [2009] FCA 543 (26 May 2009),MZXDQ v Minister for Immigration and Multicultural Affairs [2006] FCA 1632 (28 November 2006)
08_735,08_48,cited,SZKLO v Minister for Immigration and Citizenship [2008] FCA 735 (22 May 2008),48/2008 BAE Systems Australia (NSW) Pty Limited v Commissioner of Taxation for the Commonwealth of Australia [2008] FCA 48 (5 February 2008)
08_735,08_50,followed,SZKLO v Minister for Immigration and Citizenship [2008] FCA 735 (22 May 2008),Repatriation Commission v Hill [2008] FCA 50 (19 February 2008)
08_735,08_609,followed,SZKLO v Minister for Immigration and Citizenship [2008] FCA 735 (22 May 2008),SZLBJ v Minister for Immigration amp; Citizenship [2008] FCA 609 (5 May 2008)
09_540,06_1729,distinguished,Wide Bay Conservation Council Inc v Burnett Water Pty Ltd (No 3) [2009] FCA 540 (15 May 2009),Brown v Forestry Tasmania (No 4) [2006] FCA 1729 (19 December 2006)
09_540,08_1900,cited,Wide Bay Conservation Council Inc v Burnett Water Pty Ltd (No 3) [2009] FCA 540 (15 May 2009),Wide Bay Conservation Council Inc v Burnett Water Pty Ltd (corrigendum 15 December 2008) [2008] FCA 1900 (12 December 2008)
09_540,09_237,cited,Wide Bay Conservation Council Inc v Burnett Water Pty Ltd (No 3) [2009] FCA 540 (15 May 2009),Wide Bay Conservation Council Inc v Burnett Water Pty Ltd (No 2) [2009] FCA 237 (18 March 2009)
09_539,06_21,followed,Australian Communications and Media Authority v Mobilegate Ltd A Company Incorporated in Hong Kong [2009] FCA 539 (22 May 2009),Australian Competition and Consumer Commission v Australian Safeway Stores Pty Limited (No 4) [2006] FCA 21 (31 January 2006)
09_538,08_149,cited,Van Der Velde v Ng (No. 2) [2009] FCA 538 (22 May 2009),NBMB v Minister for Immigration amp; Citizenship [2008] FCA 149 (26 February 2008)
08_1752,08_1058,referred_to,Lim v Secretary Department of Education Employment and Workplace Relations (No 2) [2008] FCA 1752 (21 November 2008),Lim v Secretary Department of Education Employment and Workplace Relations [2008] FCA 1058 (21 July 2008)
08_722,06_648,considered,SZGDJ v Minister for Immigration and Citizenship [2008] FCA 722 (20 May 2008),SZHFE v Minister for Immigration Multicultural and Indigenous Affairs (No 2) [2006] FCA 648 (24 May 2006)
09_530,08_119,cited,SZGTF v Minister for Immigration and Citizenship [2009] FCA 530 (21 May 2009),SZJHP v Minister for Immigration and Citizenship [2008] FCA 119 (19 February 2008)
08_1758,06_1229,cited,Telstra Corporation Ltd v ACCC [2008] FCA 1758 (24 November 2008),Tran v Minister for Immigration amp; Multicultural Affairs [2006] FCA 1229 (12 September 2006)
08_1758,08_1436,referred_to,Telstra Corporation Ltd v ACCC [2008] FCA 1758 (24 November 2008),Telstra Corporation Ltd v Australian Competition amp; Consumer Commission [2008] FCA 1436 (19 September 2008)
08_1758,07_22,cited,Telstra Corporation Ltd v ACCC [2008] FCA 1758 (24 November 2008),Baxendales Vineyard Pty Ltd v The Geographical Indications Committee [2007] FCA 22 (25 January 2007)
08_1758,07_44,followed,Telstra Corporation Ltd v ACCC [2008] FCA 1758 (24 November 2008),Bodum v Housewares International Limited [2007] FCA 44 (6 February 2007)
08_1758,06_724,cited,Telstra Corporation Ltd v ACCC [2008] FCA 1758 (24 November 2008),SZEJF v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 724 (9 June 2006)
08_726,07_26,considered,SZHFX v Minister for Immigration and Citizenship [2008] FCA 726 (23 May 2008),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
06_1291,06_640,considered,Macquarie Underwriting Pty Ltd v Permanent Custodians Limited [2006] FCA 1291 (28 September 2006),Permanent Custodians Limited v ARMA Pty Limited [2006] FCA 640 (29 May 2006)
08_1765,08_114,reversed,Skouloudis v St George Bank Ltd [2008] FCA 1765 (26 November 2008),SZGQI v Minister for Immigration amp; Citizenship [2008] FCA 114 (26 February 2008)
08_1766,07_6,cited,Sellar v Lasotav Pty Ltd; In the Matter of Lasotav Pty Ltd [2008] FCA 1766 (25 November 2008),SZESF v Minister for Immigration and Multicultural Affairs [2007] FCA 6 (12 January 2007)
08_1766,07_97,cited,Sellar v Lasotav Pty Ltd; In the Matter of Lasotav Pty Ltd [2008] FCA 1766 (25 November 2008),The Food Improvers Pty Limited v BGR Corporation Pty Ltd (No 3) (Corrigendum dated 19 February 2007) [2007] FCA 97 (12 February 2007)
09_528,07_26,applied,Toro Martinez v Minister for Immigration amp; Citizenship [2009] FCA 528 (21 May 2009),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
09_528,08_390,cited,Toro Martinez v Minister for Immigration amp; Citizenship [2009] FCA 528 (21 May 2009),SZDFZ v Minister for Immigration amp; Citizenship [2008] FCA 390 (2 April 2008)
09_528,08_101,applied,Toro Martinez v Minister for Immigration amp; Citizenship [2009] FCA 528 (21 May 2009),Australian Prudential Regulation Authority v Siminton (No 12) [2008] FCA 101 (21 February 2008)
09_528,07_2106,followed,Toro Martinez v Minister for Immigration amp; Citizenship [2009] FCA 528 (21 May 2009),Lesuma v Minister for Immigration and Citizenship No 2 [2007] FCA 2106 (19 December 2007)
09_528,08_31,applied,Toro Martinez v Minister for Immigration amp; Citizenship [2009] FCA 528 (21 May 2009),Dunstan v Orr [2008] FCA 31 (25 January 2008)
09_528,07_203,followed,Toro Martinez v Minister for Immigration amp; Citizenship [2009] FCA 528 (21 May 2009),SZIGW v Minister for Immigration and Citizenship [2007] FCA 203 (26 February 2007)
09_528,08_1758,followed,Toro Martinez v Minister for Immigration amp; Citizenship [2009] FCA 528 (21 May 2009),Telstra Corporation Ltd v ACCC [2008] FCA 1758 (24 November 2008)
06_1295,06_1045,followed,SZHSQ v Minister for Immigration amp; Multicultural Affairs [2006] FCA 1295 (19 September 2006),NBBL v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 1045 (11 August 2006)
06_1295,06_538,referred_to,SZHSQ v Minister for Immigration amp; Multicultural Affairs [2006] FCA 1295 (19 September 2006),Patterson v Repatriation Commission [2006] FCA 538 (12 May 2006)
08_1761,07_2010,cited,Bing! Software Pty Ltd v Bing Technologies Pty Limited (No 2) [2008] FCA 1761 (25 November 2008),Hawthorn Glen Pty Ltd (ACN 004 061 214) v Aconex Pty Ltd (ACN 091 376 091) (No 1) [2007] FCA 2010 (14 December 2007)
08_1761,08_1760,related,Bing! Software Pty Ltd v Bing Technologies Pty Limited (No 2) [2008] FCA 1761 (25 November 2008),Bing! Software Pty Ltd v Bing Technologies Pty Limited (No 1) [2008] FCA 1760 (25 November 2008)
08_1761,06_826,cited,Bing! Software Pty Ltd v Bing Technologies Pty Limited (No 2) [2008] FCA 1761 (25 November 2008),Australian Competition and Consumer Commission v Liquorland (Australia) Pty Ltd [2006] FCA 826 (30 June 2006)
08_1761,06_22,considered,Bing! Software Pty Ltd v Bing Technologies Pty Limited (No 2) [2008] FCA 1761 (25 November 2008),Inspector-General in Bankruptcy v Bradshaw [2006] FCA 22 (31 January 2006)
06_1296,06_60,considered,SZFBS v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 1296 (29 September 2006),Commonwealth of Australia v Wood [2006] FCA 60 (9 February 2006)
07_935,07_363,cited,Hayes in the matter of Estate Property Group Limited(Administrators Appointed) [2007] FCA 935 (15 June 2007),SZGLU v Minister for Immigration amp; Citizenship [2007] FCA 363 (21 February 2007)
08_1760,07_42,cited,Bing! Software Pty Ltd v Bing Technologies Pty Limited (No 1) [2008] FCA 1760 (25 November 2008),Registrar of the District Court of South Australia v Nicholas David Cooper as Official Liquidator of JM Properties Pty Ltd (in liquidation) (ACN 062 504 590) [2007] FCA 42 (24 January 2007)
08_1760,06_22,cited,Bing! Software Pty Ltd v Bing Technologies Pty Limited (No 1) [2008] FCA 1760 (25 November 2008),Inspector-General in Bankruptcy v Bradshaw [2006] FCA 22 (31 January 2006)
08_755,07_1603,cited,SZJXP v Minister for Immigration amp; Citizenship [2008] FCA 755 (23 May 2008),Dale v Veda Advantage Information Services and Solutions Limited [2007] FCA 1603 (22 October 2007)
08_755,07_1592,followed,SZJXP v Minister for Immigration amp; Citizenship [2008] FCA 755 (23 May 2008),SZJBA v Minister for Immigration and Citizenship (Corrigendum 19 October 2007) [2007] FCA 1592 (16 October 2007)
08_755,08_600,followed,SZJXP v Minister for Immigration amp; Citizenship [2008] FCA 755 (23 May 2008),SZHVM v Minister for Immigration and Citizenship [2008] FCA 600 (7 May 2008)
09_562,09_6,applied,Davis v Insolvency and Trustee Service Australia (No 1) [2009] FCA 562 (29 May 2009),Sebel Furniture Limited v Acoustic amp; Felts Pty Limited [2009] FCA 6 (12 January 2009)
08_1777,07_962,considered,Grant Thornton Services (NSW) Pty Limited v St. George Wholesale Distributors Pty Limited [2008] FCA 1777 (7 November 2008),David Jones Ltd v The Australia Institute Ltd [2007] FCA 962 (2 July 2007)
08_1777,06_1376,referred_to,Grant Thornton Services (NSW) Pty Limited v St. George Wholesale Distributors Pty Limited [2008] FCA 1777 (7 November 2008),Web Wealth Pty Ltd (ACN 096 047 022) v Helimount Pty Ltd (ACN 006 818 917) [2006] FCA 1376 (23 October 2006)
08_1772,08_1,applied,SZCQA v Minister for Immigration amp; Citizenship [2008] FCA 1772 (26 November 2008),Rivera v Minister for Home Affairs [2008] FCA 1 (4 January 2008)
08_1772,08_1300,cited,SZCQA v Minister for Immigration amp; Citizenship [2008] FCA 1772 (26 November 2008),Deputy Commissioner of Taxation v QBridge Pty Ltd ACN 010 542 793 [2008] FCA 1300 (14 August 2008)
08_1772,08_1299,followed,SZCQA v Minister for Immigration amp; Citizenship [2008] FCA 1772 (26 November 2008),SZHBP v Minister for Immigration and Citizenship [2008] FCA 1299 (21 August 2008)
08_1772,06_63,applied,SZCQA v Minister for Immigration amp; Citizenship [2008] FCA 1772 (26 November 2008),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
08_1773,06_1640,followed,SZMJA v Minister for Immigration amp; Citizenship [2008] FCA 1773 (26 November 2008),SZHOP v Minister for Immigration and Multicultural Affairs [2006] FCA 1640 (17 November 2006)
08_1773,06_63,applied,SZMJA v Minister for Immigration amp; Citizenship [2008] FCA 1773 (26 November 2008),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
08_1773,08_1387,cited,SZMJA v Minister for Immigration amp; Citizenship [2008] FCA 1773 (26 November 2008),Wenkart v Pantzer in the matter of Wenkart [2008] FCA 1387 (16 September 2008)
09_558,06_111,cited,Pearson v Deputy Commissioner of Taxation [2009] FCA 558 (27 May 2009),Kapitany v Commonwealth of Australia [2006] FCA 111 (17 February 2006)
07_944,06_318,referred_to,King v Northern Territory of Australia [2007] FCA 944 (26 June 2007),Jango v Northern Territory of Australia (includes Summary) [2006] FCA 318 (31 March 2006)
07_944,06_903,referred_to,King v Northern Territory of Australia [2007] FCA 944 (26 June 2007),Griffiths v Northern Territory of Australia (with Summary) [2006] FCA 903 (17 July 2006)
07_944,07_23,referred_to,King v Northern Territory of Australia [2007] FCA 944 (26 June 2007),Starr v Commissioner of Taxation of the Commonwealth of Australia [2007] FCA 23 (23 January 2007)
08_1770,06_159,applied,Beluga Shipping GmbH amp; Co v Headway Shipping Ltd (No 2) (corrigendum 5 December 2008) [2008] FCA 1770 (26 November 2008),De Groot and Sydney Dive Centre Pty Limited (ACN 109900 898) in the matter of AFIYF Pty Limited (in Liq) (ACN 074864 805) [2006] FCA 159 (24 February 2006)
08_1770,06_516,cited,Beluga Shipping GmbH amp; Co v Headway Shipping Ltd (No 2) (corrigendum 5 December 2008) [2008] FCA 1770 (26 November 2008),Commonwealth Bank of Australia v Peto (No 2) [2006] FCA 516 (9 May 2006)
08_1771,08_1299,cited,SZJHE v Minister for Immigration amp; Citizenship [2008] FCA 1771 (26 November 2008),SZHBP v Minister for Immigration and Citizenship [2008] FCA 1299 (21 August 2008)
08_1771,07_394,followed,SZJHE v Minister for Immigration amp; Citizenship [2008] FCA 1771 (26 November 2008),Haritopoulos Pty Ltd v Deputy Commissioner of Taxation [2007] FCA 394 (23 March 2007)
08_1771,08_1263,followed,SZJHE v Minister for Immigration amp; Citizenship [2008] FCA 1771 (26 November 2008),SZLZM v Minister for Immigration amp; Citizenship [2008] FCA 1263 (18 August 2008)
07_960,06_540,cited,Australian Securities and Investments Commission v Fuelbanc Australia Limited [2007] FCA 960 (29 June 2007),Dresna Pty Ltd v Linknarf Management Services Pty Ltd (In Liq) [2006] FCA 540 (12 May 2006)
07_963,07_90,referred_to,Australian Securities and Investments Commission v Citigroup Global Markets Australia Pty Limited (ACN 113 114832) (No. 4) [2007] FCA 963 (28 June 2007),Singh v Secretary Department of Employment and Workplace Relations [2007] FCA 90 (9 February 2007)
07_963,07_22,referred_to,Australian Securities and Investments Commission v Citigroup Global Markets Australia Pty Limited (ACN 113 114832) (No. 4) [2007] FCA 963 (28 June 2007),Baxendales Vineyard Pty Ltd v The Geographical Indications Committee [2007] FCA 22 (25 January 2007)
07_963,06_373,followed,Australian Securities and Investments Commission v Citigroup Global Markets Australia Pty Limited (ACN 113 114832) (No. 4) [2007] FCA 963 (28 June 2007),Harris v Trustee Commonwealth Superannuation Scheme [2006] FCA 373 (5 April 2006)
07_963,06_44,referred_to,Australian Securities and Investments Commission v Citigroup Global Markets Australia Pty Limited (ACN 113 114832) (No. 4) [2007] FCA 963 (28 June 2007),Broad Construction Services (WA) Pty Ltd v The Construction Forestry Mining and Energy Union of Workers (No 2) [2006] FCA 44 (6 February 2006)
08_744,07_863,considered,SZLPH v Minister for Immigration amp; Citizenship [2008] FCA 744 (22 May 2008),SZFLM v Minister for Immigration amp; Citizenship [2007] FCA 863 (31 May 2007)
08_744,07_209,cited,SZLPH v Minister for Immigration amp; Citizenship [2008] FCA 744 (22 May 2008),NBLH v Minister for Immigration and Citizenship [2007] FCA 209 (26 February 2007)
09_554,06_107,discussed,AZAAA v Minister for Immigration and Citizenship [2009] FCA 554 (27 May 2009),Chief Executive Officer of Customs v Biocontrol Ltd [2006] FCA 107 (16 February 2006)
09_554,06_63,discussed,AZAAA v Minister for Immigration and Citizenship [2009] FCA 554 (27 May 2009),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
08_746,07_1621,referred_to,Futuretronics.com.au Pty Limited v Graphix Labels Pty Ltd (No 2) [2008] FCA 746 (27 May 2008),Futuretronics.com.au Pty Limited v Graphix Labels Pty Ltd [2007] FCA 1621 (29 October 2007)
08_1787,08_249,referred_to,Handbury Holdings Pty Ltd v Commissioner of Taxation [2008] FCA 1787 (28 November 2008),Envestra Limited (ACN 078 551 685) v Commissioner of Taxation [2008] FCA 249 (7 March 2008)
08_1304,07_1371,cited,Rogers v Asset Loan Co Pty Ltd [2008] FCA 1304 (21 August 2008),Rogers v Asset Loan Co Pty Ltd [2007] FCA 1371 (30 August 2007)
08_1304,06_979,cited,Rogers v Asset Loan Co Pty Ltd [2008] FCA 1304 (21 August 2008),Thirteenth Corp Pty Ltd v State (with Addendum dated 2 August) [2006] FCA 979 (2 August 2006)
08_1304,07_1371,cited,Rogers v Asset Loan Co Pty Ltd [2008] FCA 1304 (21 August 2008),Rogers v Asset Loan Co Pty Ltd [2007] FCA 1371 (30 August 2007)
08_1304,07_511,cited,Rogers v Asset Loan Co Pty Ltd [2008] FCA 1304 (21 August 2008),White Industries Aust Ltd v Commissioner of Taxation (includes corrigendum dated 16 April 2007) [2007] FCA 511 (11 April 2007)
08_1788,08_274,considered,Klewer v Official Trustee in Bankruptcy (No 2) [2008] FCA 1788 (1 December 2008),SZJOH v Minister for Immigration amp; Citizenship [2008] FCA 274 (6 March 2008)
08_1305,07_1371,cited,Rogers v Asset Loan Co Pty Ltd [2008] FCA 1305 (21 August 2008),Rogers v Asset Loan Co Pty Ltd [2007] FCA 1371 (30 August 2007)
08_1305,07_195,cited,Rogers v Asset Loan Co Pty Ltd [2008] FCA 1305 (21 August 2008),Rogers v Asset Loan Co Pty Ltd amp; Ors [2007] FCA 195 (23 February 2007)
08_1305,07_511,cited,Rogers v Asset Loan Co Pty Ltd [2008] FCA 1305 (21 August 2008),White Industries Aust Ltd v Commissioner of Taxation (includes corrigendum dated 16 April 2007) [2007] FCA 511 (11 April 2007)
